GO:0016802	trialkylsulfonium hydrolase activity	AAEL008341 AAEL005524
GO:0005975	carbohydrate metabolic process	AAEL010532 AAEL006147 AAEL010536 AAEL010537 AAEL007535 AAEL013059 AAEL015051 AAEL015291 AAEL002972 AAEL009237 AAEL007088 AAEL009782 AAEL004853 AAEL006328 AAEL007895 AAEL001965 AAEL007839 AAEL010540 AAEL010037 AAEL000652 AAEL000651 AAEL010836 AAEL003419 AAEL006426 AAEL009178 AAEL015573 AAEL009246 AAEL801128 AAEL009243 AAEL009176 AAEL006239 AAEL006336 AAEL003094 AAEL008166 AAEL003889 AAEL010206 AAEL005188 AAEL000647 AAEL000642 AAEL003425 AAEL002959 AAEL005481 AAEL002956 AAEL012002 AAEL012554 AAEL012555 AAEL005530 AAEL010599 AAEL014710 AAEL010590 AAEL017226 AAEL003894 AAEL001593 AAEL006349 AAEL010601 AAEL013821 AAEL000678 AAEL011536 AAEL012467 AAEL004383 AAEL012014 AAEL002430 AAEL009510 AAEL007675 AAEL009265 AAEL007673 AAEL013897 AAEL013421 AAEL001225 AAEL011697 AAEL007064 AAEL004931 AAEL009758 AAEL014667 AAEL002964 AAEL013877 AAEL000667 AAEL013385 AAEL009389 AAEL012268 AAEL013367 AAEL001130 AAEL005684 AAEL017512 AAEL014543 AAEL014541 AAEL003056 AAEL009746 AAEL011517 AAEL009236 AAEL002527 AAEL002331 AAEL003434 AAEL015438 AAEL004361 AAEL005302 AAEL004575 AAEL003742 AAEL014537 AAEL003066 AAEL004369 AAEL004897 AAEL012370 AAEL008570 AAEL008474 AAEL008472 AAEL006276 AAEL008040 AAEL002023 AAEL006273 AAEL005460 AAEL010963 AAEL001480 AAEL010505 AAEL003110 AAEL004402 AAEL009524 AAEL004374 AAEL014288 AAEL013576 AAEL014321 AAEL000703 AAEL017128 AAEL007707 AAEL011789 AAEL007315 AAEL014204 AAEL004367 AAEL008502 AAEL015337 AAEL007626 AAEL014539 AAEL000223 AAEL000389 AAEL013867 AAEL006719 AAEL001470 AAEL015625 AAEL015022 AAEL015021 AAEL015020 AAEL012759 AAEL008451 AAEL008452 AAEL008456 AAEL005685 AAEL002969 AAEL000392 AAEL004661 AAEL004582 AAEL004580 AAEL011496 AAEL001158 AAEL018184
GO:0005977	glycogen metabolic process	AAEL007651 AAEL006436
GO:0006559	L-phenylalanine catabolic process	AAEL017029 AAEL013637
GO:0006556	S-adenosylmethionine biosynthetic process	AAEL004501
GO:0006557	S-adenosylmethioninamine biosynthetic process	AAEL001176
GO:0006555	methionine metabolic process	AAEL007463
GO:0045595	regulation of cell differentiation	AAEL010488
GO:0051920	peroxiredoxin activity	AAEL014548 AAEL009051 AAEL004112 AAEL013528 AAEL002309
GO:0055072	iron ion homeostasis	AAEL010396 AAEL010393 AAEL007383 AAEL007385 AAEL002158 AAEL000359 AAEL004335
GO:0035591	signaling adaptor activity	AAEL004125
GO:0010927	cellular component assembly involved in morphogenesis	AAEL004386
GO:1905369	endopeptidase complex	AAEL006315 AAEL004733 AAEL014325 AAEL004563 AAEL012095 AAEL012122 AAEL002906
GO:0097111	endoplasmic reticulum-Golgi intermediate compartment organization	AAEL015461 AAEL000282
GO:0046209	nitric oxide metabolic process	AAEL009745
GO:0008194	UDP-glycosyltransferase activity	AAEL000483 AAEL002329 AAEL018023 AAEL007409
GO:0006391	transcription initiation from mitochondrial promoter	AAEL014912
GO:0006069	ethanol oxidation	AAEL006458 AAEL006467 AAEL006471
GO:0006396	RNA processing	AAEL010837 AAEL007418 AAEL003664 AAEL004376 AAEL010007 AAEL011433 AAEL005355 AAEL009542 AAEL011963 AAEL011961 AAEL012045 AAEL009623 AAEL008175 AAEL015237 AAEL007277 AAEL001080 AAEL018229 AAEL000674 AAEL002338 AAEL014964 AAEL002522 AAEL007853 AAEL003514 AAEL000659 AAEL012919 AAEL001382 AAEL009023 AAEL013818 AAEL006794 AAEL000848 AAEL001971 AAEL000922 AAEL009383 AAEL008703 AAEL013974 AAEL008592 AAEL004263 AAEL001612
GO:0006397	mRNA processing	AAEL010003 AAEL010827 AAEL004886 AAEL005046 AAEL008700 AAEL015013 AAEL006748 AAEL002818 AAEL013888 AAEL005719 AAEL009090 AAEL018157 AAEL008583 AAEL017526 AAEL000262 AAEL012276 AAEL002823 AAEL011308 AAEL006036 AAEL013723 AAEL001363 AAEL000435 AAEL009061 AAEL008437 AAEL015160
GO:0006777	Mo-molybdopterin cofactor biosynthetic process	AAEL015584 AAEL011727 AAEL015583 AAEL014381 AAEL004607 AAEL007643 AAEL011729 AAEL009179 AAEL000126 AAEL007640
GO:0019899	enzyme binding	AAEL009636 AAEL010698
GO:0000243	commitment complex	AAEL013527
GO:0000244	spliceosomal tri-snRNP complex assembly	AAEL017543
GO:0000245	spliceosomal complex assembly	AAEL006735
GO:0048589	developmental growth	AAEL003708 AAEL000206 AAEL003727 AAEL000373 AAEL018031 AAEL000306 AAEL015353 AAEL003398 AAEL000329 AAEL004665 AAEL000308 AAEL010799 AAEL015456 AAEL003710
GO:0060249	anatomical structure homeostasis	AAEL014377 AAEL003684 AAEL801243 AAEL014748 AAEL008960 AAEL011772 AAEL005245 AAEL014900 AAEL017186
GO:0048585	negative regulation of response to stimulus	AAEL008054
GO:0048584	positive regulation of response to stimulus	AAEL007696
GO:0048583	regulation of response to stimulus	AAEL014510 AAEL003532 AAEL006155 AAEL014187 AAEL007410 AAEL003054 AAEL801120
GO:0006778	porphyrin-containing compound metabolic process	AAEL002304 AAEL006693 AAEL003762 AAEL013389
GO:0006779	porphyrin-containing compound biosynthetic process	AAEL002304 AAEL006693 AAEL003762 AAEL013389
GO:0060089	molecular transducer activity	AAEL018149 AAEL002411 AAEL013695
GO:0031053	primary miRNA processing	AAEL003287
GO:0008104	protein localization	AAEL011192 AAEL010516 AAEL012515 AAEL006185 AAEL000088 AAEL002086 AAEL006124 AAEL003306 AAEL013121 AAEL013230 AAEL000955 AAEL002523 AAEL001385 AAEL006945 AAEL000090 AAEL003285 AAEL012160 AAEL010716 AAEL008128 AAEL007562 AAEL000983 AAEL004523 AAEL008434 AAEL004958 AAEL007228 AAEL012904 AAEL012166 AAEL004053 AAEL000903 AAEL002486 AAEL000941 AAEL001733 AAEL000962
GO:0010968	regulation of microtubule nucleation	AAEL004083 AAEL017107 AAEL007636
GO:0018958	phenol-containing compound metabolic process	AAEL017120
GO:0010965	regulation of mitotic sister chromatid separation	AAEL000116 AAEL007871 AAEL003273
GO:0072350	tricarboxylic acid metabolic process	AAEL004297
GO:1905360	GTPase complex	AAEL010676 AAEL005409 AAEL011320 AAEL006685 AAEL011475 AAEL003026
GO:0030054	cell junction	AAEL004032 AAEL008090 AAEL008354 AAEL012106 AAEL008587 AAEL001568 AAEL007664 AAEL006535 AAEL012248 AAEL013695 AAEL008055 AAEL004008 AAEL002506 AAEL002509 AAEL004061 AAEL018308 AAEL003003 AAEL010710 AAEL801211 AAEL003958 AAEL008758 AAEL002922 AAEL004006 AAEL002538 AAEL002511 AAEL007966 AAEL009813 AAEL010570
GO:0005779	integral component of peroxisomal membrane	AAEL007167 AAEL008923 AAEL010047 AAEL002433 AAEL006463 AAEL011781
GO:0005778	peroxisomal membrane	AAEL010368 AAEL000895
GO:0007618	mating	AAEL009607
GO:0052856	NADHX epimerase activity	AAEL002874
GO:0052855	ADP-dependent NAD(P)H-hydrate dehydratase activity	AAEL000673
GO:0005777	peroxisome	AAEL002913 AAEL001666 AAEL000370 AAEL002194 AAEL008841 AAEL000735 AAEL008574 AAEL004985 AAEL004417
GO:0042441	eye pigment metabolic process	AAEL006142
GO:0005774	vacuolar membrane	AAEL000291
GO:0008202	steroid metabolic process	AAEL000733
GO:0046523	S-methyl-5-thioribose-1-phosphate isomerase activity	AAEL013828
GO:0008203	cholesterol metabolic process	AAEL005706 AAEL000798
GO:0097576	vacuole fusion	AAEL001144
GO:0031902	late endosome membrane	AAEL011281
GO:0006172	ADP biosynthetic process	AAEL000629 AAEL012731
GO:0050308	sugar-phosphatase activity	AAEL001158
GO:0031589	cell-substrate adhesion	AAEL007226 AAEL000339 AAEL005432
GO:0031588	nucleotide-activated protein kinase complex	AAEL002216
GO:0009448	gamma-aminobutyric acid metabolic process	AAEL012609
GO:0050309	sugar-terminal-phosphatase activity	AAEL004295
GO:0007605	sensory perception of sound	AAEL001220
GO:0009452	7-methylguanosine RNA capping	AAEL011732
GO:0005158	insulin receptor binding	AAEL001475 AAEL000504
GO:0006606	protein import into nucleus	AAEL011657 AAEL003882 AAEL012960 AAEL010900
GO:0032269	negative regulation of cellular protein metabolic process	AAEL005004 AAEL008050
GO:0009443	pyridoxal 5'-phosphate salvage	AAEL009601
GO:0006605	protein targeting	AAEL007392 AAEL012505 AAEL005471 AAEL018241
GO:0045184	establishment of protein localization	AAEL011192 AAEL010516 AAEL012515 AAEL006185 AAEL000088 AAEL002086 AAEL006124 AAEL003306 AAEL013121 AAEL013230 AAEL000955 AAEL002523 AAEL001385 AAEL006945 AAEL000090 AAEL003285 AAEL012160 AAEL010716 AAEL008128 AAEL007562 AAEL000983 AAEL004523 AAEL008434 AAEL004958 AAEL007228 AAEL012904 AAEL012166 AAEL004053 AAEL000903 AAEL002486 AAEL000941 AAEL001733 AAEL000962
GO:0045185	maintenance of protein location	AAEL008543
GO:0042221	response to chemical	AAEL006474
GO:0045187	regulation of circadian sleep/wake cycle, sleep	AAEL801170 AAEL013251
GO:0045181	glutamate synthase activity, NAD(P)H as acceptor	AAEL014768
GO:0040034	regulation of development, heterochronic	AAEL000894
GO:0009451	RNA modification	AAEL011435 AAEL002837
GO:1902099	regulation of metaphase/anaphase transition of cell cycle	AAEL000116 AAEL007871 AAEL003273
GO:0070876	SOSS complex	AAEL011749
GO:0007569	cell aging	AAEL014900
GO:0004824	lysine-tRNA ligase activity	AAEL014702
GO:0009298	GDP-mannose biosynthetic process	AAEL015438 AAEL009497 AAEL002331
GO:0004826	phenylalanine-tRNA ligase activity	AAEL006041 AAEL004613 AAEL002867 AAEL017409 AAEL003994 AAEL014906
GO:0004827	proline-tRNA ligase activity	AAEL010816 AAEL005801
GO:0004820	glycine-tRNA ligase activity	AAEL005728
GO:0030619	U1 snRNA binding	AAEL013527
GO:0004822	isoleucine-tRNA ligase activity	AAEL000388 AAEL009917
GO:0004823	leucine-tRNA ligase activity	AAEL007130 AAEL006415
GO:0055076	transition metal ion homeostasis	AAEL010396 AAEL010393 AAEL007383 AAEL007385 AAEL002158 AAEL000359 AAEL004335
GO:1990204	oxidoreductase complex	AAEL000364 AAEL012974
GO:0051094	positive regulation of developmental process	AAEL000984
GO:0004828	serine-tRNA ligase activity	AAEL005831 AAEL006938 AAEL005037 AAEL005050
GO:0004829	threonine-tRNA ligase activity	AAEL001206
GO:0000398	mRNA splicing, via spliceosome	AAEL010387 AAEL011233 AAEL012348 AAEL014540 AAEL013736 AAEL014528 AAEL014167 AAEL015244 AAEL010600 AAEL004167 AAEL013061 AAEL014295 AAEL002980 AAEL015434 AAEL004232 AAEL006401 AAEL006713 AAEL013527 AAEL008719 AAEL009959 AAEL017161 AAEL011071 AAEL011745
GO:0004555	alpha,alpha-trehalase activity	AAEL009658
GO:0004556	alpha-amylase activity	AAEL001130 AAEL008456 AAEL007675 AAEL008451 AAEL008452 AAEL007673 AAEL013421 AAEL006719
GO:0098916	anterograde trans-synaptic signaling	AAEL002357
GO:0004550	nucleoside diphosphate kinase activity	AAEL012359 AAEL004107 AAEL011098 AAEL003030
GO:0004551	nucleotide diphosphatase activity	AAEL002207
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	AAEL004374 AAEL015051 AAEL010599 AAEL009237 AAEL009236 AAEL017226 AAEL004383 AAEL003894 AAEL015337 AAEL009746 AAEL007626 AAEL010602 AAEL000223 AAEL005481 AAEL004361 AAEL004367 AAEL015022 AAEL015021 AAEL015020 AAEL001478 AAEL009178 AAEL009265 AAEL015573 AAEL009246 AAEL001225 AAEL007064 AAEL009243 AAEL009176 AAEL000652 AAEL005460 AAEL003889 AAEL005188 AAEL004369 AAEL018184 AAEL004402 AAEL011686
GO:0004558	alpha-1,4-glucosidase activity	AAEL000392
GO:0004559	alpha-mannosidase activity	AAEL004389 AAEL005752 AAEL005749 AAEL011978 AAEL005763
GO:0098590	plasma membrane region	AAEL004032 AAEL008090 AAEL012106 AAEL008587 AAEL007664 AAEL006535 AAEL013695 AAEL008055 AAEL004008 AAEL002506 AAEL002509 AAEL004061 AAEL018308 AAEL801211 AAEL002922 AAEL004006 AAEL002538 AAEL002511 AAEL018352 AAEL007966 AAEL009813 AAEL010570
GO:0022607	cellular component assembly	AAEL004386
GO:0098599	palmitoyl hydrolase activity	AAEL007828 AAEL015038 AAEL001235
GO:0043874	acireductone synthase activity	AAEL000109
GO:0009967	positive regulation of signal transduction	AAEL000562
GO:0051103	DNA ligation involved in DNA repair	AAEL017566 AAEL017561 AAEL017365
GO:0070776	MOZ/MORF histone acetyltransferase complex	AAEL004983
GO:0000028	ribosomal small subunit assembly	AAEL008083 AAEL013694
GO:0009062	fatty acid catabolic process	AAEL000370 AAEL008841 AAEL000735 AAEL008574 AAEL015524 AAEL010146
GO:0034982	mitochondrial protein processing	AAEL003917
GO:0009060	aerobic respiration	AAEL018662
GO:0044877	macromolecular complex binding	AAEL000693
GO:0016884	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	AAEL006181 AAEL001173 AAEL009925 AAEL014361 AAEL005477
GO:0016887	ATPase activity	AAEL017572 AAEL008628 AAEL017106 AAEL013834 AAEL005491 AAEL014506 AAEL014428 AAEL003155 AAEL007463 AAEL015146 AAEL004968 AAEL008629 AAEL017188 AAEL003950 AAEL011289 AAEL008627 AAEL008138 AAEL018040 AAEL008672 AAEL009881 AAEL005249 AAEL004942 AAEL018004 AAEL018267 AAEL007132 AAEL008635 AAEL008631 AAEL008632 AAEL012170 AAEL008855 AAEL011772 AAEL014722 AAEL010059 AAEL010359 AAEL001101 AAEL013215 AAEL013372 AAEL003703 AAEL000307 AAEL011265 AAEL012355 AAEL016999 AAEL014748 AAEL000885 AAEL012700 AAEL010977 AAEL012189 AAEL005245 AAEL003968 AAEL012316 AAEL000512 AAEL012698 AAEL011863 AAEL007225 AAEL008388 AAEL008625 AAEL005937 AAEL008384 AAEL002061 AAEL008624 AAEL008902 AAEL002160 AAEL014699 AAEL001938 AAEL012702 AAEL012701 AAEL011136 AAEL013679 AAEL004331 AAEL008386
GO:0016886	ligase activity, forming phosphoric ester bonds	AAEL009623 AAEL015237
GO:0016889	endodeoxyribonuclease activity, producing 3'-phosphomonoesters	AAEL012418
GO:0016888	endodeoxyribonuclease activity, producing 5'-phosphomonoesters	AAEL009712 AAEL007653 AAEL015062
GO:0009069	serine family amino acid metabolic process	AAEL002510
GO:0009068	aspartate family amino acid catabolic process	AAEL003564 AAEL012318
GO:0042981	regulation of apoptotic process	AAEL006649 AAEL001515 AAEL001521
GO:0000027	ribosomal large subunit assembly	AAEL014506
GO:0004738	pyruvate dehydrogenase activity	AAEL013613 AAEL004338 AAEL014865 AAEL005308
GO:0004739	pyruvate dehydrogenase (acetyl-transferring) activity	AAEL013613 AAEL004338 AAEL014865 AAEL005308
GO:0014017	neuroblast fate commitment	AAEL002887
GO:0090101	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	AAEL009641
GO:0004731	purine-nucleoside phosphorylase activity	AAEL002269
GO:0004733	pyridoxamine-phosphate oxidase activity	AAEL002703
GO:0014018	neuroblast fate specification	AAEL014048
GO:0004735	pyrroline-5-carboxylate reductase activity	AAEL007033 AAEL014101 AAEL000201 AAEL008418 AAEL009831 AAEL011920
GO:0004736	pyruvate carboxylase activity	AAEL009691
GO:0090002	establishment of protein localization to plasma membrane	AAEL010005 AAEL014626
GO:0005391	sodium:potassium-exchanging ATPase activity	AAEL012062
GO:0009112	nucleobase metabolic process	AAEL002194
GO:0042810	pheromone metabolic process	AAEL012060
GO:0043043	peptide biosynthetic process	AAEL003396 AAEL003397 AAEL014189 AAEL000279 AAEL003409 AAEL008447 AAEL002783 AAEL013694 AAEL005451 AAEL010335 AAEL005901 AAEL000010 AAEL004069 AAEL011656 AAEL014903 AAEL010756 AAEL003142 AAEL002418 AAEL009506 AAEL008083 AAEL004433 AAEL010830 AAEL010299 AAEL003704 AAEL003801 AAEL006511 AAEL013680 AAEL008192 AAEL005629 AAEL008169 AAEL012921 AAEL013116 AAEL001849 AAEL004527 AAEL005085 AAEL003427 AAEL004034 AAEL013583 AAEL007355 AAEL001759 AAEL011587 AAEL005162 AAEL000467 AAEL014562 AAEL013536 AAEL009608 AAEL001909 AAEL007699 AAEL012736 AAEL004325 AAEL001453 AAEL012733 AAEL001439 AAEL011447 AAEL008188 AAEL003942 AAEL004385 AAEL006698 AAEL011471 AAEL006117 AAEL015668 AAEL005150 AAEL801149 AAEL007771 AAEL008103 AAEL009613 AAEL001488 AAEL004830 AAEL005817 AAEL000987 AAEL002002 AAEL011219 AAEL001615 AAEL013221 AAEL010168 AAEL017516 AAEL008353 AAEL013158 AAEL002832 AAEL002639 AAEL012264 AAEL013097 AAEL000529 AAEL009379 AAEL005413 AAEL009747 AAEL000210 AAEL004822 AAEL008481 AAEL005944 AAEL004306 AAEL013964 AAEL005097 AAEL013625 AAEL003926 AAEL013272 AAEL017198 AAEL005266 AAEL007715 AAEL009994 AAEL015006 AAEL003822 AAEL008044 AAEL013021 AAEL007168 AAEL014838 AAEL001280 AAEL000823 AAEL002534 AAEL004151 AAEL014836 AAEL006860 AAEL007824 AAEL005220 AAEL002368 AAEL004503 AAEL000701 AAEL005598 AAEL005129 AAEL012686 AAEL003582 AAEL006785 AAEL012944 AAEL006141 AAEL008582 AAEL000032 AAEL002372 AAEL009825 AAEL014292 AAEL011814 AAEL006395 AAEL009341 AAEL001066 AAEL009225 AAEL009496 AAEL009151 AAEL009653 AAEL011391 AAEL011390 AAEL010550 AAEL017046 AAEL004175
GO:0035252	UDP-xylosyltransferase activity	AAEL007409
GO:0035251	UDP-glucosyltransferase activity	AAEL000444
GO:0004046	aminoacylase activity	AAEL011206
GO:0004047	aminomethyltransferase activity	AAEL010276
GO:0004044	amidophosphoribosyltransferase activity	AAEL003581
GO:0004045	aminoacyl-tRNA hydrolase activity	AAEL006066 AAEL014153 AAEL002758 AAEL008145
GO:0005549	odorant binding	AAEL018086 AAEL017065 AAEL000377 AAEL003395 AAEL008009 AAEL018080 AAEL017028 AAEL017384 AAEL017557 AAEL015566 AAEL015567 AAEL006003 AAEL017219 AAEL006005 AAEL005778 AAEL007604 AAEL008011 AAEL008013 AAEL007603 AAEL018079 AAEL013719 AAEL018076 AAEL011481 AAEL000796 AAEL011483 AAEL011482 AAEL017548 AAEL011484 AAEL011487 AAEL011486 AAEL011489 AAEL000124 AAEL011895 AAEL002606 AAEL002605 AAEL017221 AAEL000073 AAEL010874 AAEL017017 AAEL001510 AAEL017398 AAEL017564 AAEL006424 AAEL006423 AAEL015286 AAEL017079 AAEL013720 AAEL004856 AAEL008640 AAEL003315 AAEL003311 AAEL014876 AAEL014874 AAEL000003 AAEL017305 AAEL001179 AAEL004729 AAEL008442 AAEL017362 AAEL017361 AAEL009449 AAEL011583 AAEL006195 AAEL014082 AAEL006109 AAEL010666 AAEL006103 AAEL006105 AAEL006106 AAEL000051 AAEL006345 AAEL017377 AAEL007110 AAEL004730 AAEL004721 AAEL016970 AAEL001174 AAEL011730 AAEL000344 AAEL003538 AAEL010662 AAEL000613 AAEL002726 AAEL010669 AAEL000616 AAEL006192 AAEL000614 AAEL008448 AAEL005489 AAEL017463 AAEL015554 AAEL001342 AAEL003045 AAEL001189 AAEL012254 AAEL013893 AAEL017123 AAEL001224 AAEL013420 AAEL013423 AAEL013422 AAEL001221 AAEL009597 AAEL000071 AAEL001826 AAEL015147 AAEL006393 AAEL009599 AAEL017009 AAEL006406 AAEL004339 AAEL000846 AAEL003629 AAEL001617 AAEL017000 AAEL000350 AAEL017347 AAEL016981 AAEL017510 AAEL016983 AAEL017138 AAEL003513 AAEL013418 AAEL013419 AAEL011843 AAEL006202 AAEL003525 AAEL002479 AAEL015310 AAEL015313 AAEL001836 AAEL013507 AAEL000837 AAEL000835 AAEL000833 AAEL002596 AAEL018095 AAEL017260 AAEL010718 AAEL010702 AAEL003511 AAEL014431 AAEL014430 AAEL017201 AAEL011416 AAEL010409 AAEL000831 AAEL010714 AAEL002587 AAEL012377 AAEL009433 AAEL008620 AAEL006465 AAEL017174 AAEL003369 AAEL010426 AAEL006108 AAEL007003 AAEL006176 AAEL000827 AAEL001487 AAEL000821 AAEL017294 AAEL013018 AAEL017296 AAEL017178 AAEL010410 AAEL002617 AAEL010415 AAEL002598 AAEL010418 AAEL017236 AAEL000318 AAEL002618 AAEL017129 AAEL002591 AAEL005999 AAEL006417 AAEL017246 AAEL006387 AAEL006385 AAEL015506 AAEL001310 AAEL004966 AAEL017277 AAEL005776 AAEL015499 AAEL005772 AAEL008368 AAEL005770 AAEL002626 AAEL007014 AAEL007394 AAEL000628 AAEL006454 AAEL010872 AAEL000035 AAEL013217 AAEL004218 AAEL004516 AAEL017227 AAEL017037 AAEL004342 AAEL004343 AAEL009982 AAEL010428 AAEL001303 AAEL005680 AAEL014197 AAEL010875 AAEL006396 AAEL006398 AAEL014593 AAEL006408 AAEL011796 AAEL005767 AAEL011499 AAEL018102 AAEL000391 AAEL006094 AAEL011491 AAEL017043 AAEL011497 AAEL017041 AAEL017537 AAEL011494 AAEL017534 AAEL001153
GO:0051291	protein heterooligomerization	AAEL002317
GO:0004365	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity	AAEL016984
GO:0006952	defense response	AAEL013576 AAEL003849 AAEL003857 AAEL000732
GO:0045335	phagocytic vesicle	AAEL013252 AAEL801165 AAEL003416
GO:0004812	aminoacyl-tRNA ligase activity	AAEL001200 AAEL009917
GO:0045333	cellular respiration	AAEL018662
GO:0005978	glycogen biosynthetic process	AAEL004221 AAEL009838 AAEL014530 AAEL010602 AAEL011686 AAEL013755
GO:0006955	immune response	AAEL006355 AAEL018036 AAEL006048 AAEL015636 AAEL004142 AAEL000209 AAEL001232 AAEL006361 AAEL000205 AAEL010524
GO:0048011	neurotrophin TRK receptor signaling pathway	AAEL006792
GO:0004363	glutathione synthase activity	AAEL009154
GO:0048015	phosphatidylinositol-mediated signaling	AAEL009826 AAEL000194 AAEL000386 AAEL018186 AAEL009294 AAEL002903
GO:0048017	inositol lipid-mediated signaling	AAEL000264
GO:0004814	arginine-tRNA ligase activity	AAEL005905 AAEL013862 AAEL000199
GO:0044275	cellular carbohydrate catabolic process	AAEL008701
GO:0044271	cellular nitrogen compound biosynthetic process	AAEL009745
GO:0007420	brain development	AAEL000414 AAEL003560
GO:0007423	sensory organ development	AAEL001652 AAEL014143 AAEL009609
GO:0044272	sulfur compound biosynthetic process	AAEL004501
GO:0004816	asparagine-tRNA ligase activity	AAEL006577 AAEL011655 AAEL015190
GO:0000731	DNA synthesis involved in DNA repair	AAEL009851
GO:0018307	enzyme active site formation	AAEL004607
GO:0004609	phosphatidylserine decarboxylase activity	AAEL010223
GO:0004407	histone deacetylase activity	AAEL004416
GO:0006739	NADP metabolic process	AAEL005931 AAEL002542 AAEL015624 AAEL009507 AAEL009389 AAEL014204 AAEL010505
GO:0004605	phosphatidate cytidylyltransferase activity	AAEL013392 AAEL001940
